Id,Account__c,Start_Date__c,End_Date__c,Product_Family__c,ARR__c,Prior_ARR__c,Status__c,Renewal_Outcome__c,Churn_Reason__c,Renewal_Opportunity__c
a00000000000293,001000000001800,2024-01-02,2025-01-06,Platform,8189,8189,Active,Renewed,,
a00000000000294,001000000002589,2024-01-02,2025-03-30,Core,9747,9747,Active,Renewed,,
a00000000000295,001000000002655,2024-01-02,2025-03-04,Automation,14157,16121,Active,Downgraded,,
a00000000000296,001000000000020,2024-01-02,2025-02-26,Platform,17065,17065,Active,Renewed,,
a00000000000297,001000000001056,2024-01-02,2025-02-02,Automation,9559,11456,Active,Downgraded,,
a00000000000298,001000000004552,2024-01-02,2025-01-11,Core,23026,9272,Active,Renewed,,
a00000000000299,001000000000379,2024-01-02,2025-01-26,Analytics,13894,13894,Active,Renewed,,
a00000000000300,001000000002445,2024-01-02,2025-02-26,Analytics,16838,8349,Active,Renewed,,
a00000000000301,001000000003211,2024-01-02,2025-03-07,Core,9645,9645,Active,Renewed,,
a00000000000302,001000000001820,2024-01-02,2025-02-06,Analytics,13687,15087,Active,Downgraded,,
a00000000000303,001000000003365,2024-01-02,2025-03-10,Analytics,10634,10634,Active,Renewed,,
a00000000000304,001000000003935,2024-01-02,2025-01-10,Automation,14455,14455,Active,Renewed,,
a00000000000305,001000000001789,2024-01-02,2025-01-18,Analytics,10592,13974,Active,Downgraded,,
a00000000000306,001000000002301,2024-01-02,2025-01-04,Automation,22620,15439,Active,Renewed,,
a00000000000307,001000000002140,2024-01-02,2025-02-23,Platform,11890,13143,Active,Downgraded,,
a00000000000308,001000000000181,2024-01-02,2025-01-10,Analytics,12849,12849,Active,Renewed,,
a00000000000309,001000000002757,2024-01-02,2025-01-21,Core,14871,14871,Active,Renewed,,
a00000000000310,001000000001967,2024-01-02,2025-02-15,Automation,12668,12668,Active,Renewed,,
a00000000000311,001000000004028,2024-01-02,2025-02-24,Core,12317,12317,Active,Renewed,,
a00000000000312,001000000000272,2024-01-02,2025-01-23,Automation,12140,12140,Active,Renewed,,
a00000000000313,001000000003300,2024-01-02,2025-03-29,Automation,12200,12200,Active,Renewed,,
a00000000000314,001000000001643,2024-01-02,2025-01-26,Platform,13794,13794,Active,Renewed,,
a00000000000315,001000000002357,2024-01-02,2025-02-20,Analytics,9472,9472,Active,Renewed,,
a00000000000316,001000000000144,2024-01-02,2025-02-01,Platform,21549,12031,Active,Renewed,,
a00000000000317,001000000001652,2024-01-02,2025-02-06,Analytics,10633,10633,Active,Renewed,,
a00000000000318,001000000004655,2024-01-02,2025-03-26,Core,10232,10232,Active,Renewed,,
a00000000000319,001000000004889,2024-01-02,2025-03-09,Core,8619,8619,Active,Renewed,,
a00000000000320,001000000003774,2024-01-02,2025-03-30,Core,13732,8657,Active,Renewed,,
a00000000000321,001000000004530,2024-01-02,2025-01-14,Analytics,10196,10196,Active,Renewed,,
a00000000000322,001000000001122,2024-01-02,2025-02-06,Analytics,15602,15602,Active,Renewed,,
a00000000000323,001000000002053,2024-01-02,2025-01-18,Analytics,14736,14736,Active,Renewed,,
a00000000000324,001000000004430,2024-01-02,2025-01-29,Platform,16136,16136,Active,Renewed,,
a00000000000325,001000000002129,2024-01-02,2025-03-01,Core,11813,11813,Active,Renewed,,
a00000000000326,001000000000950,2024-01-02,2025-02-15,Automation,15277,15277,Active,Renewed,,
a00000000000327,001000000003532,2024-01-02,2025-01-16,Core,7571,10623,Active,Downgraded,,
a00000000000328,001000000002525,2024-01-02,2025-03-10,Core,13999,13999,Active,Renewed,,
a00000000000329,001000000002771,2024-01-02,2025-02-02,Automation,11062,11062,Active,Renewed,,
a00000000000330,001000000000061,2024-01-02,2025-01-21,Core,15842,15842,Active,Renewed,,
a00000000000331,001000000004639,2024-01-02,2025-03-05,Platform,6325,9970,Active,Downgraded,,
a00000000000332,001000000004108,2024-01-02,2025-02-27,Analytics,9107,9107,Active,Renewed,,
a00000000000333,001000000000064,2024-01-02,2025-03-29,Platform,10637,10637,Active,Renewed,,
a00000000000334,001000000003745,2024-01-02,2025-01-30,Core,22959,7807,Active,Renewed,,
a00000000000335,001000000003431,2024-01-02,2025-01-25,Analytics,13593,13593,Active,Renewed,,
a00000000000336,001000000003701,2024-01-02,2025-01-29,Core,21579,11930,Active,Renewed,,
a00000000000337,001000000004195,2024-01-02,2025-03-05,Platform,18775,10777,Active,Renewed,,
a00000000000338,001000000001289,2024-01-02,2025-02-12,Platform,13426,13426,Active,Renewed,,
a00000000000339,001000000003640,2024-01-02,2025-03-31,Automation,17360,17360,Active,Renewed,,
a00000000000340,001000000001718,2024-01-02,2025-03-29,Core,4154,7968,Active,Downgraded,,
a00000000000341,001000000001745,2024-01-02,2025-02-12,Core,12241,12241,Active,Renewed,,
a00000000000342,001000000001798,2024-01-02,2025-01-17,Analytics,14499,17209,Active,Downgraded,,
a00000000000343,001000000000722,2024-01-02,2025-01-31,Core,9392,9392,Active,Renewed,,
a00000000000344,001000000000181,2024-01-02,2025-03-21,Core,22604,9410,Active,Renewed,,
a00000000000345,001000000000138,2024-01-02,2025-02-10,Platform,11343,11343,Active,Renewed,,
a00000000000346,001000000001013,2024-01-02,2025-03-06,Platform,13310,15496,Active,Downgraded,,
a00000000000347,001000000000518,2024-01-02,2025-03-05,Analytics,29233,16659,Active,Renewed,,
a00000000000348,001000000000539,2024-01-02,2025-01-03,Core,12814,12814,Active,Renewed,,
a00000000000349,001000000002415,2024-01-02,2025-02-25,Core,16831,16831,Active,Renewed,,
a00000000000350,001000000003460,2024-01-02,2025-01-21,Analytics,10475,10475,Active,Renewed,,
a00000000000351,001000000002156,2024-01-02,2025-01-21,Platform,14231,17181,Active,Downgraded,,
a00000000000352,001000000003756,2024-01-02,2025-03-05,Core,14619,14619,Active,Renewed,,
a00000000000353,001000000000136,2024-01-02,2025-03-03,Analytics,24357,12187,Active,Renewed,,
a00000000000354,001000000003746,2024-01-02,2025-02-24,Automation,9317,9317,Active,Renewed,,
a00000000000355,001000000003016,2024-01-02,2025-03-04,Automation,16401,16401,Active,Renewed,,
a00000000000356,001000000004004,2024-01-02,2025-02-28,Platform,6762,10550,Active,Downgraded,,
a00000000000357,001000000003631,2024-01-02,2025-03-24,Analytics,6020,9348,Active,Downgraded,,
a00000000000358,001000000000204,2024-01-02,2025-01-28,Automation,23008,12581,Active,Renewed,,
a00000000000359,001000000000296,2024-01-02,2025-02-04,Automation,16488,16488,Active,Renewed,,
a00000000000360,001000000000647,2024-01-02,2025-02-17,Analytics,10669,12044,Active,Downgraded,,
a00000000000361,001000000004768,2024-01-02,2025-01-31,Core,16880,16880,Active,Renewed,,
a00000000000362,001000000002700,2024-01-02,2025-03-29,Analytics,8759,8759,Active,Renewed,,
a00000000000363,001000000000016,2024-01-02,2025-03-28,Core,12615,12615,Active,Renewed,,
a00000000000364,001000000004778,2024-01-02,2025-03-22,Automation,12000,12000,Active,Renewed,,
a00000000000365,001000000003006,2024-01-02,2025-02-28,Automation,10204,13260,Active,Downgraded,,
a00000000000366,001000000000310,2024-01-02,2025-03-30,Core,14855,8338,Active,Renewed,,
a00000000000367,001000000000882,2024-01-02,2025-02-01,Platform,14555,15731,Active,Downgraded,,
a00000000000368,001000000000534,2024-01-02,2025-01-15,Platform,26892,12837,Active,Renewed,,
a00000000000369,001000000000280,2024-01-02,2025-02-23,Core,10552,10552,Active,Renewed,,
a00000000000370,001000000000363,2024-01-02,2025-03-01,Analytics,14333,9135,Active,Renewed,,
a00000000000371,001000000001714,2024-01-02,2025-01-02,Core,8339,10934,Active,Downgraded,,
a00000000000372,001000000001697,2024-01-02,2025-02-17,Automation,13326,13326,Active,Renewed,,
a00000000000373,001000000002365,2024-01-02,2025-01-02,Analytics,22789,17332,Active,Renewed,,
a00000000000374,001000000001543,2024-01-02,2025-03-08,Core,14069,14069,Active,Renewed,,
a00000000000375,001000000003261,2024-01-02,2025-01-07,Analytics,10780,13822,Active,Downgraded,,
a00000000000376,001000000000254,2024-01-02,2025-03-12,Platform,9259,9259,Active,Renewed,,
a00000000000377,001000000000027,2024-01-02,2025-02-02,Core,14981,14981,Active,Renewed,,
a00000000000378,001000000000274,2024-01-02,2025-03-15,Analytics,27392,13988,Active,Renewed,,
a00000000000379,001000000003447,2024-01-02,2025-02-25,Analytics,13759,13759,Active,Renewed,,
a00000000000380,001000000003392,2024-01-02,2025-01-01,Platform,11687,11687,Active,Renewed,,
a00000000000381,001000000000523,2024-01-02,2025-03-23,Platform,27529,12736,Active,Renewed,,
a00000000000382,001000000004614,2024-01-02,2025-02-05,Analytics,11519,11519,Active,Renewed,,
a00000000000383,001000000003242,2024-01-02,2025-03-17,Automation,24107,11331,Active,Renewed,,
a00000000000384,001000000000859,2024-01-02,2025-02-15,Platform,14318,14318,Active,Renewed,,
a00000000000385,001000000004247,2024-01-02,2025-01-26,Core,19331,9521,Active,Renewed,,
a00000000000386,001000000001818,2024-01-02,2025-01-10,Platform,8498,8498,Active,Renewed,,
a00000000000387,001000000004393,2024-01-02,2025-01-08,Core,10479,10479,Active,Renewed,,
a00000000000388,001000000000619,2024-01-02,2025-01-03,Core,28478,15104,Active,Renewed,,
a00000000000389,001000000003340,2024-01-02,2025-01-17,Analytics,29302,15875,Active,Renewed,,
a00000000000390,001000000002872,2024-01-02,2025-01-20,Platform,15603,15603,Active,Renewed,,
a00000000000391,001000000000495,2024-01-02,2025-01-30,Automation,11473,11473,Active,Renewed,,
a00000000000392,001000000001805,2024-01-02,2025-02-06,Platform,10718,10718,Active,Renewed,,
a00000000000393,001000000003142,2024-01-02,2025-01-15,Automation,12526,12526,Active,Renewed,,
a00000000000394,001000000001260,2024-01-02,2025-01-22,Analytics,12404,12404,Active,Renewed,,
a00000000000395,001000000000322,2024-01-02,2025-03-15,Analytics,26928,14649,Active,Renewed,,
a00000000000396,001000000002562,2024-01-02,2025-02-14,Analytics,8340,8340,Active,Renewed,,
a00000000000397,001000000001606,2024-01-02,2025-02-27,Analytics,9214,9214,Active,Renewed,,
a00000000000398,001000000003047,2024-01-02,2025-03-16,Platform,9617,9617,Active,Renewed,,
a00000000000399,001000000004935,2024-01-02,2025-02-23,Analytics,12352,14591,Active,Downgraded,,
a00000000000400,001000000003929,2024-01-02,2025-03-10,Core,15930,15930,Active,Renewed,,
a00000000000401,001000000000904,2024-01-02,2025-01-18,Analytics,12643,12643,Active,Renewed,,
a00000000000402,001000000001499,2024-01-02,2025-03-20,Automation,9991,12210,Active,Downgraded,,
a00000000000403,001000000004269,2024-01-02,2025-01-24,Core,24213,16497,Active,Renewed,,
a00000000000404,001000000003977,2024-01-02,2025-02-24,Platform,9246,9246,Active,Renewed,,
a00000000000405,001000000003621,2024-01-02,2025-01-15,Platform,23192,10550,Active,Renewed,,
a00000000000406,001000000001330,2024-01-02,2025-02-02,Core,16778,16778,Active,Renewed,,
a00000000000407,001000000002742,2024-01-02,2025-02-16,Automation,13490,13490,Active,Renewed,,
a00000000000408,001000000000814,2024-01-02,2025-03-19,Platform,15795,17142,Active,Downgraded,,
a00000000000409,001000000002210,2024-01-02,2025-02-22,Platform,11227,11227,Active,Renewed,,
a00000000000410,001000000002595,2024-01-02,2025-02-13,Analytics,15158,15158,Active,Renewed,,
a00000000000411,001000000004665,2024-01-02,2025-03-02,Platform,8894,11330,Active,Downgraded,,
a00000000000412,001000000002011,2024-01-02,2025-01-31,Core,10869,10869,Active,Renewed,,
a00000000000413,001000000001365,2024-01-02,2025-01-28,Analytics,10711,10711,Active,Renewed,,
a00000000000414,001000000004259,2024-01-02,2025-01-24,Automation,15976,15976,Active,Renewed,,
a00000000000415,001000000002244,2024-01-02,2025-01-10,Core,9681,9681,Active,Renewed,,
a00000000000416,001000000000835,2024-01-02,2025-03-21,Automation,14378,14378,Active,Renewed,,
a00000000000417,001000000000942,2024-01-02,2025-03-14,Platform,11832,11832,Active,Renewed,,
a00000000000418,001000000000052,2024-01-02,2025-01-24,Core,17113,17113,Active,Renewed,,
a00000000000419,001000000003902,2024-01-02,2025-02-14,Platform,17332,17332,Active,Renewed,,
a00000000000420,001000000004632,2024-01-02,2025-02-19,Automation,9255,9255,Active,Renewed,,
a00000000000421,001000000003970,2024-01-02,2025-02-23,Analytics,26061,12191,Active,Renewed,,
a00000000000422,001000000000561,2024-01-02,2025-01-12,Analytics,20183,11444,Active,Renewed,,
a00000000000423,001000000002903,2024-01-02,2025-02-19,Core,7987,7987,Active,Renewed,,
a00000000000424,001000000003741,2024-01-02,2025-02-11,Core,25408,13569,Active,Renewed,,
a00000000000425,001000000003589,2024-01-02,2025-03-23,Core,13323,13323,Active,Renewed,,
a00000000000426,001000000002177,2024-01-02,2025-01-08,Platform,10388,10388,Active,Renewed,,
a00000000000427,001000000001438,2024-01-02,2025-03-04,Core,13518,13518,Active,Renewed,,
a00000000000428,001000000000624,2024-01-02,2025-02-17,Platform,14111,14111,Active,Renewed,,
a00000000000429,001000000003930,2024-01-02,2025-01-28,Automation,12993,12993,Active,Renewed,,
a00000000000430,001000000001182,2024-01-02,2025-02-27,Core,17142,17142,Active,Renewed,,
a00000000000431,001000000002282,2024-01-02,2025-03-15,Analytics,13632,13632,Active,Renewed,,
a00000000000432,001000000002221,2024-01-02,2025-02-13,Automation,9541,9541,Active,Renewed,,
a00000000000433,001000000002245,2024-01-02,2025-03-04,Core,16224,16224,Active,Renewed,,
a00000000000434,001000000001244,2024-01-02,2025-03-21,Analytics,9030,11057,Active,Downgraded,,
a00000000000435,001000000002534,2024-01-02,2025-02-19,Core,17151,17151,Active,Renewed,,
a00000000000436,001000000004723,2024-01-02,2025-02-19,Automation,13367,13367,Active,Renewed,,
a00000000000437,001000000004498,2024-01-02,2025-03-19,Platform,17290,17290,Active,Renewed,,
a00000000000438,001000000003107,2024-01-02,2025-01-06,Automation,11791,11791,Active,Renewed,,
a00000000000439,001000000003780,2024-01-02,2025-02-19,Core,8415,8415,Active,Renewed,,
a00000000000440,001000000002132,2024-01-02,2025-03-06,Core,23983,9539,Active,Renewed,,
a00000000000441,001000000002093,2024-01-02,2025-03-19,Automation,9118,9118,Active,Renewed,,
a00000000000442,001000000001427,2024-01-02,2025-02-12,Platform,8417,8417,Active,Renewed,,
a00000000000443,001000000004722,2024-01-02,2025-01-05,Platform,15145,15145,Active,Renewed,,
a00000000000444,001000000002934,2024-01-02,2025-03-06,Core,12586,12586,Active,Renewed,,
a00000000000445,001000000002731,2024-01-02,2025-02-10,Platform,10662,10662,Active,Renewed,,
a00000000000446,001000000001891,2024-01-02,2025-03-23,Automation,8949,8949,Active,Renewed,,
a00000000000447,001000000000125,2024-01-02,2025-01-03,Analytics,14966,8559,Active,Renewed,,
a00000000000448,001000000002330,2024-01-02,2025-03-02,Platform,11585,11585,Active,Renewed,,
a00000000000449,001000000000392,2024-01-02,2025-01-28,Core,12581,12581,Active,Renewed,,
a00000000000450,001000000004526,2024-01-02,2025-03-14,Platform,8360,11220,Active,Downgraded,,
a00000000000451,001000000004827,2024-01-02,2025-01-27,Analytics,14164,14164,Active,Renewed,,
a00000000000452,001000000001655,2024-01-02,2025-01-20,Platform,8292,8292,Active,Renewed,,
a00000000000453,001000000001030,2024-01-02,2025-03-16,Analytics,13930,13930,Active,Renewed,,
a00000000000454,001000000004971,2024-01-02,2025-01-02,Analytics,12221,12221,Active,Renewed,,
a00000000000455,001000000004975,2024-01-02,2025-01-04,Core,14589,14589,Active,Renewed,,
a00000000000456,001000000002261,2024-01-02,2025-03-19,Automation,15809,15809,Active,Renewed,,
a00000000000457,001000000000605,2024-01-02,2025-03-08,Automation,27931,16916,Active,Renewed,,
a00000000000458,001000000002153,2024-01-02,2025-01-12,Core,16544,16544,Active,Renewed,,
a00000000000459,001000000000663,2024-01-02,2025-01-22,Automation,24289,11194,Active,Renewed,,
a00000000000460,001000000000290,2024-01-02,2025-02-16,Automation,22055,14281,Active,Renewed,,
a00000000000461,001000000002294,2024-01-02,2025-03-14,Automation,8472,10989,Active,Downgraded,,
a00000000000462,001000000000490,2024-01-02,2025-03-31,Automation,14549,14549,Active,Renewed,,
a00000000000463,001000000002434,2024-01-02,2025-01-06,Platform,8538,11189,Active,Downgraded,,
a00000000000464,001000000004305,2024-01-02,2025-01-23,Core,5773,9431,Active,Downgraded,,
a00000000000465,001000000004059,2024-01-02,2025-02-19,Analytics,11029,13233,Active,Downgraded,,
a00000000000466,001000000002481,2024-01-02,2025-03-20,Analytics,14155,9592,Active,Renewed,,
a00000000000467,001000000001399,2024-01-02,2025-02-08,Analytics,9451,9451,Active,Renewed,,
a00000000000468,001000000000441,2024-01-02,2025-03-12,Platform,17630,12745,Active,Renewed,,
a00000000000469,001000000000028,2024-01-02,2025-02-25,Analytics,24013,14085,Active,Renewed,,
a00000000000470,001000000000660,2024-01-02,2025-01-16,Core,13917,13917,Active,Renewed,,
a00000000000471,001000000002322,2024-01-02,2025-01-30,Analytics,8615,11487,Active,Downgraded,,
a00000000000472,001000000004660,2024-01-02,2025-03-25,Platform,22941,14181,Active,Renewed,,
a00000000000473,001000000000809,2024-01-02,2025-02-01,Analytics,9739,9739,Active,Renewed,,
a00000000000474,001000000000397,2024-01-02,2025-02-01,Platform,10980,10980,Active,Renewed,,
a00000000000475,001000000001701,2024-01-02,2025-02-15,Automation,23179,13025,Active,Renewed,,
a00000000000476,001000000000054,2024-01-02,2025-03-01,Automation,13932,13932,Active,Renewed,,
a00000000000477,001000000000789,2024-01-02,2025-03-15,Platform,29335,15280,Active,Renewed,,
a00000000000478,001000000003722,2024-01-02,2025-01-31,Platform,10389,12879,Active,Downgraded,,
a00000000000479,001000000000483,2024-01-02,2025-02-03,Core,16157,16157,Active,Renewed,,
a00000000000480,001000000000481,2024-01-02,2025-01-22,Automation,9573,9573,Active,Renewed,,
a00000000000481,001000000001902,2024-01-02,2025-02-17,Platform,16626,16626,Active,Renewed,,
a00000000000482,001000000003849,2024-01-02,2025-03-07,Analytics,13494,13494,Active,Renewed,,
a00000000000483,001000000000714,2024-01-02,2025-02-16,Platform,9318,9318,Active,Renewed,,
a00000000000484,001000000002203,2024-01-02,2025-03-13,Core,14331,14331,Active,Renewed,,
